 K52JR-R20        eM-Test Expert (R)     licence #1 AAAAAAAA TECHNOLOGY INC, 

 Test Fixture Nails    1702/1536 Selected Drills           3-Nov-2009 18:16
                       1702 Nails, 1809 Nets               INCH units

Nail         X         Y   Type Grid T/B  Net   Net Name   Virtual Pin/Via
$232      -1.9290   -1.1081  3  D2   (B)  #672  M_A_A10            V VIA .
$233      -1.8714   -1.1014  3  D2   (B)  #690  M_CLK_DDR#0        V VIA .
$234      -1.8204   -1.1014  3  D2   (B)  #692  M_CLK_DDR0         V VIA .
$235      -1.7474   -1.0514  3  D2   (B)  #691  M_CLK_DDR#1        V VIA .
$236      -1.7234   -0.9804  2  D2   (B)  #678  M_A_A2             V VIA .
$237      -1.7900   -0.9781  2  D2   (B)  #670  M_A_A0             V VIA .
$238      -1.7984   -1.0514  3  D2   (B)  #693  M_CLK_DDR1         V VIA .
$239      -1.8500   -1.0431  3  D2   (B)  #681  M_A_A5             V VIA .
$240      -1.8700   -0.9881  3  D2   (B)  #679  M_A_A3             V VIA .
$241      -1.9300   -0.9881  3  D2   (B)  #671  M_A_A1             V VIA .
$242      -1.8800   -0.9181  2  D2   (B)  #684  M_A_A8             V VIA .
$243      -1.8014   -0.9014  2  D2   (B)  #680  M_A_A4             V VIA .
$244      -1.7304   -0.9024  2  D2   (B)  #682  M_A_A6             V VIA .
$245      -1.7520   -0.8081  3  D2   (B)  #673  M_A_A11            V VIA .
$246      -1.8050   -0.7981  3  D2   (B)  #683  M_A_A7             V VIA .
$247      -1.7500   -0.7081  3  D2   (B)  #677  M_A_A15            V VIA .
$248      -1.8050   -0.7131  3  D2   (B)  #676  M_A_A14            V VIA .
$249      -1.8950   -0.7281  1  D2   (B)  #694  M_CKE0             V VIA .
$250      -1.8650   -0.8031  3  D2   (B)  #688  M_A_BS2            V VIA .
$251      -1.8350   -0.8431  3  D2   (B)  #685  M_A_A9             V VIA .
$252      -1.9200   -0.8281  3  D2   (B)  #674  M_A_A12            V VIA .
$253      -2.1590   -1.0991  1  D2   (B)  #1109 X225OUT            V VIA .
$254      -2.1600   -1.0031  1  D2   (B)  #1108 X1_25IN            V VIA .
$255      -2.1460   -0.8301  2  D2   (B)  #1412 CLK_PCH_PEGB_N     V VIA .
$256      -2.1470   -0.7601  2  D2   (B)  #1100 +VTT_PCH_VCCA_A_DPL V VIA.
$257      -2.3050   -0.5461  1  D2   (B)  #1101 +VTT_PCH_VCCA_B_DPL V VIA.
$258      -2.4200   -0.5041  1  D2   (B)  #1096 +VTT_PCH_VCC       V VIA .
$259      -2.4500   -0.2781  1  D2   (B)  #1102 +1.05VS_PCH        V VIA .
$260      -2.1500   -0.4481  1  D2   (B)  #1097 +VTT_PCH_VCCA_CLK  V VIA .
$261      -1.9314   -0.5414  3  D2   (B)  #723  M_A_DQ31           V VIA .
$262      -1.8704   -0.5364  3  D2   (B)  #699  M_A_DM3            V VIA .
