 n6_x550jx        Tebo-ICT,  license #xxxx ,                 User

 Parts List              2502/2502  Selected Parts             26-January-2015 11:22
                                                           INCH units

Part             X         Y     Rot  Grid  T/B  'Device', 'Outline'
D7706         2.6977    7.9889    0.0  C2   (T)  'NBS_SOT323_3P_000_B', 'NBS_SOT323_3P_000_B'
D7707         2.8227    8.2289   90.0  C2   (T)  'NBS_SOD323_2P_000_B', 'NBS_SOD323_2P_000_B'
D7739        -0.6123    9.6073    0.0  A1   (T)  'NBS_SOD323_2P_000_B', 'NBS_SOD323_2P_000_B'
LED5601      -1.4417    3.2607  270.0  A5   (B)  'LED_2P_118X39_EVERLIGHT', 'LED_2P_118X39_EVERLIGHT'
LED5603      -1.4417    3.6150  270.0  A4   (B)  'LED_2P_118X39_EVERLIGHT', 'LED_2P_118X39_EVERLIGHT'
LED5604      -1.4417    4.3237  270.0  A4   (B)  'LED_2P_118X39_EVERLIGHT', 'LED_2P_118X39_EVERLIGHT'
LED5605      -1.4417    3.9693  270.0  A4   (B)  'LED_2P_118X39_EVERLIGHT', 'LED_2P_118X39_EVERLIGHT'
LED5606      -1.4417    2.5520  270.0  A5   (B)  'LED_2P_118X39_EVERLIGHT', 'LED_2P_118X39_EVERLIGHT'
LED5608      -1.4388    2.9063  270.0  A5   (B)  'NBS_LED_3P_001', 'NBS_LED_3P_001'
LED6801       3.2787    2.8739   90.0  C5   (T)  'LED_2P_63X32_H22', 'LED_2P_63X32_H22'
PD6001        6.2277    8.3273  180.0  D2   (B)  'NBS_SOT457_6P_000', 'NBS_SOT457_6P_000'
PD8101       -0.0623    4.3773  270.0  A4   (B)  'NBS_SOT323_3P_000', 'NBS_SOT323_3P_000'
PD8102        0.0377    4.3773  270.0  A4   (B)  'NBS_SOT323_3P_000', 'NBS_SOT323_3P_000'
PD8200        1.1977    9.7023    0.0  B1   (T)  'NBS_SOT323_3P_000_B', 'NBS_SOT323_3P_000_B'
PD8300        1.4027    8.4323  270.0  B2   (T)  'NBS_SOT323_3P_000_B', 'NBS_SOT323_3P_000_B'
PD8301        1.2227    8.4323  270.0  B2   (T)  'NBS_SOT323_3P_000_B', 'NBS_SOT323_3P_000_B'
PD8400       -0.9623    4.6323    0.0  A4   (T)  'NBS_SOT323_3P_000_B', 'NBS_SOT323_3P_000_B'
PD8501        1.6577   10.1173  180.0  B1   (T)  'NBS_SOT323_3P_000_B', 'NBS_SOT323_3P_000_B'
PD8702        5.2227   10.4273  270.0  D1   (B)  'NBS_SOT323_3P_000', 'NBS_SOT323_3P_000'
PD8801        5.8177    8.0873   90.0  D2   (T)  'NBS_SOT323_3P_000_B', 'NBS_SOT323_3P_000_B'
PD8802        5.8827    8.4323  270.0  D2   (T)  'NBS_SOT323_3P_000_B', 'NBS_SOT323_3P_000_B'
PD8803        5.8638    8.8870  270.0  D2   (T)  'NBS_POWERPAK_3P_000C', 'NBS_POWERPAK_3P_000C'
PD9001        5.4627    7.7273  270.0  D2   (T)  'NBS_SOT323_3P_000_B', 'NBS_SOT323_3P_000_B'
PD9005        5.2727    7.4913   90.0  D2   (T)  'NBS_SOD323_2P_000_B', 'NBS_SOD323_2P_000_B'
PD9006        5.5827    7.5173    0.0  D2   (T)  'NBS_SOT323_3P_000_B', 'NBS_SOT323_3P_000_B'
PQ8002        4.2390    7.7073   90.0  C2   (B)  'NBS_POWERPAK_3P_001C', 'NBS_POWERPAK_3P_001C'
PQ8003        4.3513    7.4723  270.0  C2   (T)  'NBS_POWERPAK_3P_001C_B', 'NBS_POWERPAK_3P_001C_B'
PQ8004        4.3513    7.7073  270.0  C2   (T)  'NBS_POWERPAK_3P_001C_B', 'NBS_POWERPAK_3P_001C_B'
PQ8006        4.2040    7.2323   90.0  C2   (B)  'NBS_POWERPAK_3P_001C', 'NBS_POWERPAK_3P_001C'
PQ8007        4.3113    7.2323  270.0  C2   (T)  'NBS_POWERPAK_3P_001C_B', 'NBS_POWERPAK_3P_001C_B'
PQ8008        4.3113    6.9973  270.0  C3   (T)  'NBS_POWERPAK_3P_001C_B', 'NBS_POWERPAK_3P_001C_B'
PQ8010        3.8327    6.6087    0.0  C3   (B)  'NBS_POWERPAK_3P_001C', 'NBS_POWERPAK_3P_001C'
PQ8011        3.8327    6.7160    0.0  C3   (T)  'NBS_POWERPAK_3P_001C_B', 'NBS_POWERPAK_3P_001C_B'
PQ8012        4.0694    6.7155    0.0  C3   (T)  'NBS_POWERPAK_3P_001C_B', 'NBS_POWERPAK_3P_001C_B'
PQ8100        0.7546    4.7422   90.0  B4   (T)  'NBS_POWERPAK_5P_011', 'NBS_POWERPAK_5P_011'
PQ8101        0.6782    4.9396    0.0  B4   (T)  'NBS_POWERPAK_5P_011', 'NBS_POWERPAK_5P_011'
PQ8102        0.8634    4.5369   90.0  B4   (T)  'NBS_POWERPAK_5P_011', 'NBS_POWERPAK_5P_011'
PQ8103        0.6781    4.5281  180.0  B4   (T)  'NBS_POWERPAK_5P_011', 'NBS_POWERPAK_5P_011'
PQ8108       -0.2698    4.6298    0.0  A4   (B)  'NBS_SOT666_6P_000', 'NBS_SOT666_6P_000'
PQ8200        1.2977   10.3373   90.0  B1   (T)  'NBS_SOT666_6P_000_B', 'NBS_SOT666_6P_000_B'
PQ8212        1.0477   10.3423   90.0  B1   (T)  'NBS_SOT666_6P_000_B', 'NBS_SOT666_6P_000_B'
PQ8213        0.7627   10.3073   90.0  B1   (T)  'NBS_SOT23_3P_001', 'NBS_SOT23_3P_001'
PQ8301        1.7313    8.8123  270.0  B2   (T)  'NBS_POWERPAK_3P_001C_B', 'NBS_POWERPAK_3P_001C_B'
PQ8303        1.7190    8.5323   90.0  B2   (T)  'NBS_POWERPAK_3P_001C_B', 'NBS_POWERPAK_3P_001C_B'
PQ8501        2.3527   10.1287  180.0  B1   (T)  'NBS_POWERPAK_3P_001C_B', 'NBS_POWERPAK_3P_001C_B'
PQ8502        2.0727   10.1287  180.0  B1   (T)  'NBS_POWERPAK_3P_001C_B', 'NBS_POWERPAK_3P_001C_B'
PQ8503        2.0577    9.8137  180.0  B1   (T)  'NBS_POWERPAK_3P_001C_B', 'NBS_POWERPAK_3P_001C_B'
PQ8504        2.3027    9.8137  180.0  B1   (T)  'NBS_POWERPAK_3P_001C_B', 'NBS_POWERPAK_3P_001C_B'
PQ8505        1.9877    9.2210    0.0  B1   (T)  'NBS_POWERPAK_3P_001C_B', 'NBS_POWERPAK_3P_001C_B'
PQ8506        1.7527    9.2210    0.0  B1   (T)  'NBS_POWERPAK_3P_001C_B', 'NBS_POWERPAK_3P_001C_B'
PQ8507        1.7577    9.5010    0.0  B1   (T)  'NBS_POWERPAK_3P_001C_B', 'NBS_POWERPAK_3P_001C_B'
PQ8508        1.9927    9.5010    0.0  B1   (T)  'NBS_POWERPAK_3P_001C_B', 'NBS_POWERPAK_3P_001C_B'
PQ8801        5.3972    6.8116    0.0  D3   (T)  'NBS_POWERPAK_5P_011', 'NBS_POWERPAK_5P_011'
PQ8802        5.5331    6.9131  180.0  D3   (T)  'NBS_POWERPAK_5P_011', 'NBS_POWERPAK_5P_011'
PQ8803        6.0681    8.8980  180.0  D2   (T)  'NBS_POWERPAK_5P_011', 'NBS_POWERPAK_5P_011'
PQ8804        5.8922    7.9266    0.0  D2   (T)  'NBS_POWERPAK_5P_011', 'NBS_POWERPAK_5P_011'
PQ8805        6.0431    7.8830  180.0  D2   (T)  'NBS_POWERPAK_5P_011', 'NBS_POWERPAK_5P_011'
PQ8810        5.5577    8.4623   90.0  D2   (T)  'NBS_SOT666_6P_000_B', 'NBS_SOT666_6P_000_B'
PQ9000        5.2177    8.0273  180.0  D2   (T)  'NBS_SOT666_6P_000_B', 'NBS_SOT666_6P_000_B'
PQ9001        5.3107    7.7123  180.0  D2   (T)  'NBS_SOT666_6P_000_B', 'NBS_SOT666_6P_000_B'
PQ9002        5.3727    7.8023    0.0  D2   (T)  'NBS_SOT666_6P_000_B', 'NBS_SOT666_6P_000_B'
PQ9003        5.4727    7.6023    0.0  D2   (T)  'NBS_SOT666_6P_000_B', 'NBS_SOT666_6P_000_B'
PQ9101        0.4852    4.1748  270.0  B4   (B)  'NBS_DFN_6P_021', 'NBS_DFN_6P_021'
PQ9102       -0.2673    5.1673   90.0  A4   (T)  'NBS_DFN_6P_021_B', 'NBS_DFN_6P_021_B'
PQ9103        1.9731    7.9780  180.0  B2   (T)  'NBS_POWERPAK_5P_011', 'NBS_POWERPAK_5P_011'
PQ9105       -0.4323    4.9523  180.0  A4   (T)  'NBS_SOT363_6P_000', 'NBS_SOT363_6P_000'
PQ9106       -0.5373    4.9523  180.0  A4   (T)  'NBS_SOT363_6P_000', 'NBS_SOT363_6P_000'
PQ9114       -0.7573    5.1873  180.0  A4   (T)  'NBS_SOT666_6P_000_B', 'NBS_SOT666_6P_000_B'
Q0302         2.3917    5.2043    0.0  B4   (T)  'NBS_SOT363_6P_001_B', 'NBS_SOT363_6P_001_B'
Q0401         1.9727    5.5773  180.0  B3   (T)  'NBS_SOT23_3P_002_B', 'NBS_SOT23_3P_002_B'
Q1801        -0.0223    5.4223  180.0  A3   (T)  'NBS_SOT23_3P_002_B', 'NBS_SOT23_3P_002_B'
Q1802         1.6277    5.3423  180.0  B3   (T)  'NBS_SOT23_3P_002_B', 'NBS_SOT23_3P_002_B'
Q1803         1.7627    5.7373  180.0  B3   (T)  'NBS_SOT23_3P_002_B', 'NBS_SOT23_3P_002_B'
Q2001         0.6387   10.0723  180.0  B1   (B)  'NBS_SOT23_3P_002', 'NBS_SOT23_3P_002'
Q2101        -0.5833    9.1503    0.0  A1   (T)  'NBS_SOT23_3P_002_B', 'NBS_SOT23_3P_002_B'
Q2501        -0.5173    9.3323    0.0  A1   (T)  'NBS_SOT23_3P_015', 'NBS_SOT23_3P_015'
Q2801        -0.4023    9.8093  270.0  A1   (T)  'NBS_SOT363_6P_001_B', 'NBS_SOT363_6P_001_B'
Q2802        -0.6523    9.5873  270.0  A1   (B)  'NBS_SOT363_6P_001', 'NBS_SOT363_6P_001'
Q2804        -0.6523    9.7383  270.0  A1   (B)  'NBS_SOT363_6P_001', 'NBS_SOT363_6P_001'
Q3002        -0.4023    4.0723    0.0  A4   (T)  'NBS_SOT23_3P_002_B', 'NBS_SOT23_3P_002_B'
Q3101         3.6777    5.5373   90.0  C3   (B)  'NBS_SOT23_3P_002', 'NBS_SOT23_3P_002'
Q3203        -0.8223    4.5383  270.0  A4   (B)  'NBS_SOT23_3P_002', 'NBS_SOT23_3P_002'
Q3301         0.1677    2.9723   90.0  A5   (B)  'NBS_SOT23_3P_020', 'NBS_SOT23_3P_020'
Q3302         0.2277    3.1623    0.0  A5   (B)  'NBS_SOT23_3P_002', 'NBS_SOT23_3P_002'
Q3303        -0.6023    3.1673    0.0  A5   (B)  'NBS_SOT363_6P_001', 'NBS_SOT363_6P_001'
Q3703        -1.2723    2.5583  180.0  A5   (B)  'NBS_SOT363_6P_001', 'NBS_SOT363_6P_001'
Q3704        -1.1373    2.0573   90.0  A5   (B)  'NBS_SOT23_3P_002', 'NBS_SOT23_3P_002'
Q4501         5.5627    9.1873  180.0  D1   (B)  'NBS_SOT23_3P_002', 'NBS_SOT23_3P_002'
Q4502         6.2477    9.3048  270.0  D1   (T)  'NBS_SOT23_3P_006', 'NBS_SOT23_3P_006'
Q4503         6.2527    9.5923  270.0  D1   (T)  'NBS_SOT23_3P_002_B', 'NBS_SOT23_3P_002_B'
Q4701         2.6177    2.7423  270.0  C5   (B)  'NBS_SOT363_6P_001', 'NBS_SOT363_6P_001'
Q4801         1.4377    2.4423    0.0  B5   (B)  'NBS_SOT23_3P_002', 'NBS_SOT23_3P_002'
Q4803         2.0077    2.2423  270.0  B5   (T)  'NBS_SOT363_6P_001_B', 'NBS_SOT363_6P_001_B'
Q4804         2.1927    2.0523    0.0  B5   (T)  'NBS_SOT23_3P_002_B', 'NBS_SOT23_3P_002_B'
Q4805         1.7577    2.7023   90.0  B5   (B)  'NBS_SOT23_3P_020', 'NBS_SOT23_3P_020'
Q5101         2.3727   10.5323  180.0  B1   (T)  'NBS_SOIC_6P_004', 'NBS_SOIC_6P_004'
Q5102         2.5477   10.4523  270.0  C1   (T)  'NBS_SOT363_6P_001_B', 'NBS_SOT363_6P_001_B'
Q5602        -1.0873    4.2823   90.0  A4   (B)  'NBS_SOT363_6P_001', 'NBS_SOT363_6P_001'
Q5604        -1.0583    3.5523  180.0  A4   (B)  'NBS_SOT23_3P_002', 'NBS_SOT23_3P_002'
Q5605        -1.1823    2.8823  180.0  A5   (B)  'NBS_SOT23_3P_002', 'NBS_SOT23_3P_002'
Q5701        -0.5673    4.5523    0.0  A4   (B)  'NBS_SOT363_6P_001', 'NBS_SOT363_6P_001'
Q5702         2.2477    7.9323  180.0  B2   (T)  'NBS_SOT363_6P_001_B', 'NBS_SOT363_6P_001_B'
Q5703        -0.1723    8.6423   90.0  A2   (T)  'NBS_SOT363_6P_001_B', 'NBS_SOT363_6P_001_B'
Q5704         3.6577    5.5023   90.0  C3   (T)  'NBS_SOT363_6P_001_B', 'NBS_SOT363_6P_001_B'
Q5705        -0.6023    5.0873  270.0  A4   (T)  'NBS_SOT363_6P_001_B', 'NBS_SOT363_6P_001_B'
Q5706        -0.5673    4.7803    0.0  A4   (B)  'NBS_SOT363_6P_001', 'NBS_SOT363_6P_001'
Q5707        -0.3673    5.4373  270.0  A3   (T)  'NBS_SOT363_6P_001_B', 'NBS_SOT363_6P_001_B'
Q5766         0.1377    2.8423  270.0  A5   (B)  'NBS_SOT363_6P_001', 'NBS_SOT363_6P_001'
Q5767        -1.1273    3.9573   90.0  A4   (B)  'NBS_SOT363_6P_001', 'NBS_SOT363_6P_001'
Q5801         0.0782    3.8673  270.0  A4   (B)  'NBS_SOT363_6P_001', 'NBS_SOT363_6P_001'
Q7502         3.1527    8.0773    0.0  C2   (B)  'NBS_SOT363_6P_001', 'NBS_SOT363_6P_001'
Q7503         2.9927    8.2589  270.0  C2   (B)  'NBS_SOT23_3P_002', 'NBS_SOT23_3P_002'
Q7504         3.1227    8.2589  270.0  C2   (B)  'NBS_SOT23_3P_002', 'NBS_SOT23_3P_002'
Q7507         2.8547    8.3239  270.0  C2   (B)  'NBS_SOT23_3P_002', 'NBS_SOT23_3P_002'
Q7701         3.0427    8.0939  180.0  C2   (T)  'NBS_SOT23_3P_020_B', 'NBS_SOT23_3P_020_B'
Q7703         2.9577   10.2460    0.0  C1   (T)  'NBS_SOT669_3P_000C', 'NBS_SOT669_3P_000C'
Q7704         2.8927    8.4233  180.0  C2   (T)  'NBS_SOIC_6P_004', 'NBS_SOIC_6P_004'
Q7802         2.6227    8.3039  180.0  C2   (T)  'NBS_SOT363_6P_001_B', 'NBS_SOT363_6P_001_B'
Q7803         2.6227    8.3039    0.0  C2   (B)  'NBS_SOT363_6P_001', 'NBS_SOT363_6P_001'
Q7810         2.8477    7.8089  270.0  C2   (T)  'NBS_SOT363_6P_001_B', 'NBS_SOT363_6P_001_B'
Q7818         2.7277    8.3039  180.0  C2   (T)  'NBS_SOT363_6P_001_B', 'NBS_SOT363_6P_001_B'
Q7820         2.7277    8.3039    0.0  C2   (B)  'NBS_SOT363_6P_001', 'NBS_SOT363_6P_001'
Q7821         2.9077    8.0939    0.0  C2   (T)  'NBS_SOT23_3P_020_B', 'NBS_SOT23_3P_020_B'
Q7823         3.2452    7.9814  180.0  C2   (T)  'NBS_SOT23_3P_002_B', 'NBS_SOT23_3P_002_B'
Q7824         2.6127    8.5189  270.0  C2   (B)  'NBS_SOT23_3P_002', 'NBS_SOT23_3P_002'
PU8000        4.8077    7.6173    0.0  D2   (T)  'NBS_QFN_36P_4V_000', 'NBS_QFN_36P_4V_000'
PU8001        4.1577    6.4223  270.0  C3   (T)  'NBS_DFN_8P_030', 'NBS_DFN_8P_030'
PU8100       -0.0353    4.7103   90.0  A4   (B)  'NBS_QFN_20P_2V_000', 'NBS_QFN_20P_2V_000'
PU8200        1.1327   10.1323  270.0  B1   (T)  'NBS_QFN_16P_020', 'NBS_QFN_16P_020'
PU8300        1.2667    8.6728   90.0  B2   (T)  'NBS_QFN_20P_2V_000_B', 'NBS_QFN_20P_2V_000_B'
PU8400       -0.9113    4.8323  270.0  A4   (T)  'NBS_SOT23_8P_001', 'NBS_SOT23_8P_001'
PU8501        1.6127    9.8973    0.0  B1   (T)  'NBS_QFN_20P_2V_000_B', 'NBS_QFN_20P_2V_000_B'
PU8502        1.5077    9.5023    0.0  B1   (T)  'NBS_SOT23_5P_003_B', 'NBS_SOT23_5P_003_B'
PU8701        5.1927   10.2873  270.0  D1   (B)  'NBS_DFN_10P_2V_000', 'NBS_DFN_10P_2V_000'
PU8800        5.7077    8.2323    0.0  D2   (T)  'NBS_QFN_20P_4V_003', 'NBS_QFN_20P_4V_003'
PU9000        5.2027    7.7053  180.0  D2   (T)  'NBS_DFN_8P_021', 'NBS_DFN_8P_021'
PU9001        5.4627    7.9273  180.0  D2   (T)  'NBS_SC70_6P_002', 'NBS_SC70_6P_002'
PU9002        5.3067    8.0373  180.0  D2   (T)  'NBS_DFN_8P_021', 'NBS_DFN_8P_021'
PU9100       -0.6273    5.2923  180.0  A3   (T)  'NBS_DFN_14P_002', 'NBS_DFN_14P_002'
U0301         2.8224    6.4436  270.0  C3   (T)  'NBS_BGA_1364P_000', 'NBS_BGA_1364P_000'
U0302         2.8777    5.2623  180.0  C3   (T)  'NBS_SOT353_5P_001_B', 'NBS_SOT353_5P_001_B'
U0303         2.5977    5.2264    0.0  C4   (T)  'NBS_SOT353_5P_001_B', 'NBS_SOT353_5P_001_B'
U1401        -0.3091    7.8922    0.0  A2   (B)  'NBS_BGA_78P_000C', 'NBS_BGA_78P_000C'
U1402        -0.3091    7.2622    0.0  A2   (B)  'NBS_BGA_78P_000C', 'NBS_BGA_78P_000C'
U1403        -0.3091    6.6322    0.0  A3   (B)  'NBS_BGA_78P_000C', 'NBS_BGA_78P_000C'
U1404        -0.3091    6.0022    0.0  A3   (B)  'NBS_BGA_78P_000C', 'NBS_BGA_78P_000C'
U1501        -0.3091    7.8922    0.0  A2   (T)  'NBS_BGA_78P_000C_B', 'NBS_BGA_78P_000C_B'
U1502        -0.3091    7.2622    0.0  A2   (T)  'NBS_BGA_78P_000C_B', 'NBS_BGA_78P_000C_B'
U1503        -0.3091    6.6322    0.0  A3   (T)  'NBS_BGA_78P_000C_B', 'NBS_BGA_78P_000C_B'
U1504        -0.3091    6.0022    0.0  A3   (T)  'NBS_BGA_78P_000C_B', 'NBS_BGA_78P_000C_B'
U2001         0.3102    9.2528  180.0  A1   (T)  'NBS_BGA_695P_000', 'NBS_BGA_695P_000'
U2301        -0.7223    9.3983  180.0  A1   (B)  'NBS_SOT353_5P_001', 'NBS_SOT353_5P_001'
U2801        -0.6323    8.6973    0.0  A2   (T)  'NBS_SOIC_8P_021', 'NBS_SOIC_8P_021'
U3001        -0.5273    3.9183  180.0  A4   (B)  'NBS_QFP_128P_002', 'NBS_QFP_128P_002'
U3301         0.5327    3.3673    0.0  B5   (B)  'NBS_QFN_64P_1V_001', 'NBS_QFN_64P_1V_001'
U3601        -0.8523    2.5223  180.0  A5   (B)  'NBS_QFN_40P_1V_008', 'NBS_QFN_40P_1V_008'
U4501         6.0517    9.8088   90.0  D1   (T)  'NBS_SOT23_5P_002', 'NBS_SOT23_5P_002'
U4601         5.6527   10.3873  270.0  D1   (B)  'NBS_QFN_36P_1V_002', 'NBS_QFN_36P_1V_002'
U4802         1.7277    2.1223    0.0  B5   (T)  'NBS_DFN_9P_000C', 'NBS_DFN_9P_000C'
U4803         1.5677    2.1223  180.0  B5   (T)  'NBS_DFN_9P_000C', 'NBS_DFN_9P_000C'
U5003         2.8597    6.2083   90.0  C3   (B)  'NBS_SOT23_5P_003', 'NBS_SOT23_5P_003'
U5401        -0.3923    2.2323    0.0  A5   (B)  'NBS_SOT1059_10P_000', 'NBS_SOT1059_10P_000'
U5402         0.0477    2.2323    0.0  A5   (B)  'NBS_SOT1059_10P_000', 'NBS_SOT1059_10P_000'
U5802         0.1137    3.7603   90.0  A4   (B)  'NBS_SOT353_5P_001', 'NBS_SOT353_5P_001'
U6801         3.3456    2.0439  180.0  C5   (T)  'NBS_SOT23_3P_003', 'NBS_SOT23_3P_003'
U7001         3.9427    9.0189  180.0  C1   (T)  'NBS_BGA_908P_000', 'NBS_BGA_908P_000'
U7002         3.1627    8.0839  180.0  C2   (T)  'NBS_SOT353_5P_001_B', 'NBS_SOT353_5P_001_B'
U7004         3.0327    7.8789   90.0  C2   (B)  'NBS_SOT353_5P_001', 'NBS_SOT353_5P_001'
U7201         5.1377    9.5589   90.0  D1   (T)  'NBS_BGA_96P_004C_B', 'NBS_BGA_96P_004C_B'
U7202         5.1377    9.5589  270.0  D1   (B)  'NBS_BGA_96P_004C', 'NBS_BGA_96P_004C'
U7203         5.1377    8.7539   90.0  D2   (B)  'NBS_BGA_96P_004C', 'NBS_BGA_96P_004C'
U7204         5.1377    8.7539  270.0  D2   (T)  'NBS_BGA_96P_004C_B', 'NBS_BGA_96P_004C_B'
U7301         3.6103   10.2441  180.0  C1   (B)  'NBS_BGA_96P_004C', 'NBS_BGA_96P_004C'
U7302         3.6103   10.2441  180.0  C1   (T)  'NBS_BGA_96P_004C_B', 'NBS_BGA_96P_004C_B'
U7303         4.3628   10.2392    0.0  C1   (B)  'NBS_BGA_96P_004C', 'NBS_BGA_96P_004C'
U7304         4.3628   10.2392    0.0  C1   (T)  'NBS_BGA_96P_004C_B', 'NBS_BGA_96P_004C_B'
U7703         2.6877    8.0889   90.0  C2   (T)  'NBS_SOT353_5P_001_B', 'NBS_SOT353_5P_001_B'
BAT2001       0.7542    3.8900  180.0  B4   (T)  'NBS_BATHOLDER_2P_000C', 'NBS_BATHOLDER_2P_000C'
F3301        -0.0423    3.4023   90.0  A4   (B)  'NBS_POLYSWITCH_2P_005', 'NBS_POLYSWITCH_2P_005'
F4801         1.8927    2.4923  270.0  B5   (B)  'NBS_POLYSWITCH_2P_005', 'NBS_POLYSWITCH_2P_005'
F5401         0.1177    2.5523  180.0  A5   (T)  'NBS_POLYSWITCH_2P_005_B', 'NBS_POLYSWITCH_2P_005_B'
F5402        -0.2923    2.5523    0.0  A5   (T)  'NBS_POLYSWITCH_2P_005_B', 'NBS_POLYSWITCH_2P_005_B'
J0301         2.4627    4.9590  180.0  B4   (T)  'NBS_FPC_6P_001C', 'NBS_FPC_6P_001C'
J1701         0.9645    6.6256  270.0  B3   (T)  'NBS_DDR3_204P_002C', 'NBS_DDR3_204P_002C'
J3101         4.1601    5.7839   90.0  C3   (B)  'NBS_FPC_8P_000C', 'NBS_FPC_8P_000C'
J3102         5.4436    7.7489   90.0  D2   (B)  'NBS_FPC_24P_008C', 'NBS_FPC_24P_008C'
J3302        -0.8336    3.3563   90.0  A5   (T)  'NBS_SD_CARD_9P_004', 'NBS_SD_CARD_9P_004'
J3401         0.9716    1.7902  180.0  B5   (T)  'NBS_LAN_JACK_8P_027', 'NBS_LAN_JACK_8P_027'
J3712        -1.1150    1.6906  180.0  A5   (T)  'NBS_AUDIO_JACK_6P_004', 'NBS_AUDIO_JACK_6P_004'
J3801         5.8975    7.1843  220.0  D2   (T)  'NBS_WTOB_4P_007C', 'NBS_WTOB_4P_007C'
J4501         5.8570    9.4811  270.0  D1   (B)  'NBS_WTOB_40P_005C', 'NBS_WTOB_40P_005C'
J4701         2.6645    1.7646    0.0  C5   (T)  'NBS_D_SUB_15P_028', 'NBS_D_SUB_15P_028'
J4801         1.8378    1.7364  180.0  B5   (T)  'NBS_HDMI_19P_045', 'NBS_HDMI_19P_045'
J5001         4.1181    5.6810  220.0  C3   (T)  'NBS_WTOB_4P_000C', 'NBS_WTOB_4P_000C'
J5101         0.1133   10.7701    0.0  A1   (T)  'NBS_SATA_22P_033', 'NBS_SATA_22P_033'
J5102         2.3200   10.7518    0.0  B1   (T)  'NBS_SATA_13P_021', 'NBS_SATA_13P_021'
J5401         0.2039    1.8611  180.0  A5   (T)  'NBS_USB_9P_044', 'NBS_USB_9P_044'
J5402        -0.5048    1.8611  180.0  A5   (T)  'NBS_USB_9P_044', 'NBS_USB_9P_044'
J5404         0.1952   10.2395  180.0  A1   (B)  'NBS_FPC_12P_006C', 'NBS_FPC_12P_006C'
J5501         1.9416    3.8156  270.0  B4   (T)  'NBS_MINI_PCI_52P_010C', 'NBS_MINI_PCI_52P_010C'
J6001         4.7309    6.3120  220.0  D3   (T)  'NBS_WTOB_6P_005', 'NBS_WTOB_6P_005'
J6002         6.4047    8.3197  270.0  D2   (T)  'NBS_BATT_9P_026', 'NBS_BATT_9P_026'
J6201         2.4529    2.1977  270.0  B5   (B)  'NBS_FPC_6P_008', 'NBS_FPC_6P_008'
J6801         3.3033    2.6542  270.0  C5   (B)  'NBS_FPC_6P_008', 'NBS_FPC_6P_008'
JDEBUG1      -0.4948   10.1423   90.0  A1   (T)  'NBS_FPC_12P_003C', 'NBS_FPC_12P_003C'
JP2301        0.8587    9.5093   90.0  B1   (T)  'TV_RTC_SHORT', 'TV_RTC_SHORT'
JP2302        0.8587    9.4423   90.0  B1   (T)  'TV_RTC_SHORT', 'TV_RTC_SHORT'
JP2303        0.8587    9.3803   90.0  B1   (T)  'TV_RTC_SHORT', 'TV_RTC_SHORT'
JP2601       -0.4493    8.8273    0.0  A2   (T)  'NBS_1MM_OPEN_5MIL_000_B', 'NBS_1MM_OPEN_5MIL_000_B'
JP2602       -0.6723    9.4573    0.0  A1   (T)  'NBS_1MM_OPEN_5MIL_000_B', 'NBS_1MM_OPEN_5MIL_000_B'
JP2603        1.0502    8.8098    0.0  B2   (T)  'NBS_1MM_OPEN_5MIL_000_B', 'NBS_1MM_OPEN_5MIL_000_B'
JP3301        0.3077    3.0023  270.0  A5   (B)  'NBS_1MM_OPEN_5MIL_000', 'NBS_1MM_OPEN_5MIL_000'
JP4501        6.1302    9.2973    0.0  D1   (T)  'NBS_1MM_OPEN_5MIL_000_B', 'NBS_1MM_OPEN_5MIL_000_B'
JP4801        1.8927    2.6723    0.0  B5   (B)  'NBS_1MM_OPEN_5MIL_000', 'NBS_1MM_OPEN_5MIL_000'
JR2001        0.6977    5.9423   90.0  B3   (T)  'NB_OPEN2_5MIL_PT', 'NB_OPEN2_5MIL_PT'
JR2002        0.6977    5.8673   90.0  B3   (T)  'NB_OPEN2_5MIL_PT', 'NB_OPEN2_5MIL_PT'
LX4502        5.6277    9.0523   90.0  D1   (B)  'NBS_CHOKE_4P_011C', 'NBS_CHOKE_4P_011C'
LX4801        1.7677    2.2423  180.0  B5   (T)  'NBS_CHOKE_4P_011C_B', 'NBS_CHOKE_4P_011C_B'
LX4802        1.5977    2.2423  180.0  B5   (T)  'NBS_CHOKE_4P_011C_B', 'NBS_CHOKE_4P_011C_B'
LX4803        1.6877    2.2423    0.0  B5   (T)  'NBS_CHOKE_4P_011C_B', 'NBS_CHOKE_4P_011C_B'
LX4804        1.5177    2.2423    0.0  B5   (T)  'NBS_CHOKE_4P_011C_B', 'NBS_CHOKE_4P_011C_B'
PJ8002        4.0327    7.4523  180.0  C2   (T)  'NB_PWR_FB_SHORT_PT_B', 'NB_PWR_FB_SHORT_PT_B'
PJ8008        3.9127    7.4523    0.0  C2   (T)  'NB_PWR_FB_SHORT_PT_B', 'NB_PWR_FB_SHORT_PT_B'
PJ8009        3.8777    6.2473   90.0  C3   (T)  'NB_PWR_FB_SHORT_PT_B', 'NB_PWR_FB_SHORT_PT_B'
PJ8010        3.8777    6.3673  270.0  C3   (T)  'NB_PWR_FB_SHORT_PT_B', 'NB_PWR_FB_SHORT_PT_B'
