 N750JV-R21

 Parts List              0/2482 Selected Parts             24-Jun-2013 16:48
                                                          INCH units

Part     X       Y     Rot  Grid  T/B 'Device', 'Outline'
PR8037                   5.035     4.510    0.0  E1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
PR8038                   4.963     4.383  270.0  E1   (T)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
PR8039                   5.000     4.383  270.0  E1   (T)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
PR8040                   5.283     4.318   90.0  D1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
PR8042                   4.875     4.583  270.0  E1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
PR8043                   5.143     4.423  180.0  E1   (T)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
PR8058                   5.998     3.785    0.0  D2   (T)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
PR8059                   5.038     4.113   90.0  E1   (T)  'NBS_R0603_H24_000S', 'NBS_R0603_H24_000S'
PR8069                   5.693     3.785  180.0  D2   (T)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
PR8073                   5.083     4.578   90.0  E1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
PR8076                   4.635     3.818  180.0  E2   (T)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
PR8099                   4.910     4.703  180.0  E1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
PR8101                   6.895     4.225    0.0  D1   (T)  'NBS_R0603_H24_000S', 'NBS_R0603_H24_000S'
PR8104                   7.145     4.123  180.0  C1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
PR8105                   7.065     4.090  270.0  C1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
PR8106                   7.145     4.173    0.0  C1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
PR8113                   6.940     4.183    0.0  D1   (T)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
PR8114                   6.743     4.138    0.0  D1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
PR8115                   6.743     4.175  180.0  D1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
PR8118                   7.383     4.530  180.0  C1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
PR8119                   6.750     4.315    0.0  D1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
PR8130                   6.998     4.535  270.0  C1   (T)  'NBS_R1206_H30_000S', 'NBS_R1206_H30_000S'
PR8131                   7.103     4.520  270.0  C1   (T)  'NBS_R1206_H30_000S', 'NBS_R1206_H30_000S'
PR8139                   6.805     4.215    0.0  D1   (B)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
PR8201                   4.033     0.603    0.0  E3   (T)  'NBS_R0603_H24_000S', 'NBS_R0603_H24_000S'
PR8202                   3.898     0.523    0.0  E3   (T)  'NBS_R0402_H16_000S', 'NBS_R0402_H16_000S'
